NAME	exact-patterns	fuzzy-patterns	exact-rules+patterns	fuzzy-rules+patterns
0.1	0,114761904	0,171587301587302	0,28698412	0,342698412698413
0.15	0,114761904	0,171587301587302	0,28698412	0,342698412698413
0.2	0,114761904	0,171587301587302	0,28698412	0,342698412698413
0.25	0,114761904	0,171428571428571	0,28698412	0,342698412698413
0.3	0,114761904	0,171111111111111	0,28698412	0,342380952380952
0.35	0,114761904	0,171111111111111	0,28698412	0,342380952380952
0.4	0,114761904	0,171111111111111	0,28698412	0,342380952380952
0.45	0,115079366	0,171111111111111	0,28714284	0,342380952380952
0.5	0,115079366	0,169365079365079	0,28714284	0,340634920634921
0.55	0,11539683	0,169365079365079	0,28714284	0,340634920634921
0.6	0,114761904	0,163174603174603	0,2868254	0,335714285714286
0.65	0,114285715	0,163015873015873	0,28666666	0,336190476190476
0.7	0,09396826	0,152222222222222	0,27666667	0,33015873015873
0.75	0,017936507	0,0261904761904762	0,2626984	0,303174603174603
0.8	0,017777778	0,0258730158730159	0,2626984	0,302698412698413
0.85	0,015396825	0,0253968253968254	0,2604762	0,304444444444445
0.9	0,015873017	0,0250793650793651	0,26079366	0,304603174603175
0.95	0,00095238094	0,0026984126984127	0,25746033	0,299206349206349
