NAME	α = 0.7	α = 0.8	α = 0.9	α = 1
monolingual common expansions	3,1398024953247	3,1398024953247	3,1398024953247	3,1398024953247
multilingual common expansions	12,5848153729061	12,5848153729061	12,5848153729061	12,5848153729061
common tokens	1,1810907149937	4,0287181656226	3,6690822469569	0
common translated tokens	-1,3994342506037	0,321926539197104	0,411733695267003	0
Total	-16,266436761298	18,2012122520106	18,6832046481136	15,7246178682308
